INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
3,2,68487.0,2018-12-13,2018-12-13,0,1,41.89640443,-87.63996177,2130.0,0,3/16/17,3/16/18,2015,Chevrolet,Tahoe,YTNB318,Med. Dark Gray,58680,0,Marlene,Cline,F,5/26/80,418-84-4979,7/9/19,IL,8/6/08,241-737-0508 ,mcline@lightemail.com,0
4,3,43052.9,2016-08-05,2016-08-07,1,2,41.85290378,-87.63500468,1040.0,0,6/22/15,6/21/16,2014,Kia,Sportage,GLKD659,Silver,41952,0,Rosita,Michalsky,F,5/3/83,370-98-1384,12/22/21,IL,2/9/00,723-929-0959 ,rmichalsky@inboux.com,0
2,3,169300.8,2018-10-18,2018-10-24,0,1,41.95259946,-87.65434119,14220.0,0,4/19/17,4/19/18,2011,Hyundai,Sonata,LZHZ403,Black,160176,0,Cassandra,Cedre,F,5/7/57,237-85-8053,1/10/21,IL,3/2/01,238-741-0147 ,ccedre@husshmail.com,0
4,1,287840.5,2016-11-01,2016-11-06,0,1,41.74872543,-87.64413194,14250.0,1,11/20/15,11/19/16,2003,Ford,Edge,XZOL707,Black,283608,0,Rupert,Pressley,M,12/19/87,446-87-0964,3/28/20,IL,8/9/03,745-313-0407 ,rpressley@inboux.com,0
1,3,290573.7,2017-06-16,2017-06-17,0,2,41.99033475,-87.69908651,1610.0,0,3/23/16,3/23/17,2004,Lexus,NX,FTFE356,Silver,276120,0,Beverley,Woolcock,F,6/14/36,852-53-3299,1/20/19,IL,3/19/00,349-995-0713 ,bwoolcock@gmxx.com,0
3,3,273140.2,2017-11-05,2017-11-08,0,3,41.74872543,-87.64413194,2530.0,0,2/11/16,2/10/17,2005,Nissan,Rogue,EKNB586,Silver,261588,0,Tanya,Dianda,F,5/25/39,263-22-2052,1/11/20,IL,4/11/07,230-480-0594 ,tdianda@beemail.com,0
3,1,318364.7,2018-10-12,2018-10-13,0,2,41.95587913,-87.67838601,23575.0,1,2/14/17,2/14/18,2003,Chevrolet,Traverse,LTKE857,Dark Red,311580,0,Harlan,Shaum,M,6/7/55,500-46-1567,11/13/18,IL,8/26/12,237-216-0569 ,hshaum@fasstmail.com,0
4,3,370275.1,2017-09-17,2017-09-22,0,1,41.75479737,-87.60789532,1260.0,0,6/7/16,6/7/17,1999,Honda,Pilot,GBBZ181,Black,369564,0,Zachery,Jayme,M,8/3/83,161-81-4846,12/10/18,IL,4/16/12,621-735-0784 ,zjayme@inboux.com,0
5,1,229262.8,2018-02-23,2018-03-08,0,1,41.89218892,-87.68444024,3013.0,1,6/11/17,6/11/18,2008,Ford,Explorer,GBBX739,Silver,220800,0,Arden,Conoly,M,5/10/75,825-40-8003,1/23/20,IL,1/2/14,261-401-0195 ,aconoly@zohoo.com,0
3,1,34201.3,2016-11-03,2016-11-03,1,2,41.81575149,-87.68392697,28040.0,1,5/9/15,5/8/16,2013,Jeep,Cherokee,AKYA869,White,28800,1,Corrine,Nocero,F,3/12/38,737-07-5457,8/9/18,IL,4/4/00,841-998-0400 ,cnocero@life.com,0
1,1,192322.9,2017-03-28,2017-04-01,0,5,41.78588849,-87.72310659,2196.5,1,4/17/16,4/17/17,2008,Nissan,Sentra,MXJL745,Silver,179568,0,Ivan,Stiegelmeyer,M,4/2/45,160-76-0346,5/5/18,IL,6/17/03,738-534-0226 ,istiegelmeyer@gmxx.com,0
4,3,200517.7,2018-11-21,2018-11-29,1,1,41.89570453,-87.70221852,2020.0,0,8/16/17,8/16/18,2008,Subaru,Impreza,TRAG903,White,197244,0,Winston,Trentacoste,M,4/29/35,105-32-2069,7/6/20,IL,8/24/16,741-345-0514 ,wtrentacoste@ggmail.com,0
3,1,240783.3,2018-05-30,2018-06-03,1,1,41.69093147,-87.66242463,28740.0,1,7/21/17,7/21/18,2008,Toyota,Corolla,CDRE671,White,226092,0,Laverne,Langenbach,F,2/7/69,691-70-0711,3/14/18,IL,6/5/16,738-937-0806 ,llangenbach@mooosend.com,0
2,3,164124.4,2018-03-21,2018-03-21,1,1,41.89673792,-87.62022135,1860.0,0,6/3/17,6/3/18,2011,GMC,Sierra,UOED622,Silver,159264,0,Lucius,Plisko,M,4/12/47,872-47-1883,2/21/19,IL,1/4/06,723-326-0419 ,lplisko@yahoot.com,0
5,3,175619.4,2017-06-14,2017-06-20,0,1,41.75416613,-87.58624573,1200.0,0,4/16/16,4/16/17,2001,GMC,Yukon,EWPW970,Silver,162258,1,Theodora,Medcalf,F,11/13/63,088-50-1112,4/12/19,IL,6/23/05,745-901-0777 ,tmedcalf@gmxx.com,0
2,1,114242.3,2016-09-10,2016-09-19,1,4,41.88117859,-87.62448807,19960.0,1,8/15/15,8/14/16,2004,Volkswagen,Tiguan,VMZC568,Silver,110016,1,Robert,Denkins,M,6/6/46,564-93-8012,5/30/20,IL,2/14/17,643-303-0926 ,rdenkins@lightemail.com,0
2,3,114097.7,2018-04-14,2018-04-27,1,1,41.73599814,-87.72162026,2580.0,0,1/27/17,1/27/18,2009,Dodge,Challenger,VQYB810,Med Dk Blue,99936,1,Elias,Hariston,M,7/4/94,064-68-6855,2/14/19,IL,6/5/07,826-352-0701 ,ehariston@mailjeep.com,0
5,3,49994.7,2018-07-12,2018-07-21,0,1,41.78318944,-87.66651674,1910.0,0,9/12/17,9/12/18,2016,Toyota,Corolla,RHDL603,Med Dk Blue,39864,0,Neil,Plesz,M,4/29/51,703-15-1007,2/23/18,IL,11/7/01,245-997-0222 ,nplesz@husshmail.com,0
3,3,265605.5,2018-02-21,2018-02-22,0,1,41.77909217,-87.68191355,2700.0,0,10/12/17,10/12/18,2007,Buick,Encore,JZSU225,Black,250668,0,Francis,Mckeith,F,7/2/78,866-75-8589,12/8/18,IL,5/2/13,258-645-0699 ,fmckeith@zohoo.com,0
5,1,50292.6,2016-04-18,2016-04-24,0,4,41.90156514,-87.6672981,34390.0,1,8/3/15,8/2/16,2012,Dodge,Challenger,LBEH528,Med. Dark Gray,37656,1,Ben,Feierabend,M,8/14/81,476-30-0534,8/25/19,IL,10/25/11,350-816-0497 ,bfeierabend@yahoot.com,0
2,3,65265.5,2017-03-22,2017-04-04,0,1,41.93102101,-87.67686402,16870.0,0,2/19/16,2/18/17,2014,Mercedes,C Class,KDLD248,Silver,59700,0,Daron,Lartz,M,9/4/66,421-32-9791,1/23/21,IL,2/24/03,750-475-0333 ,dlartz@gmxx.com,0
3,4,102623.9,2018-12-29,2019-01-07,1,1,41.84521878,-87.64659399,24380.0,1,9/6/17,9/6/18,2013,Volkswagen,Jetta,BCTA340,Med. Dark Gray,97620,0,Griselda,Nicora,F,4/18/78,851-18-5648,4/14/21,IL,8/26/09,729-294-0073 ,gnicora@fasstmail.com,0
5,3,67999.3,2017-06-23,2017-07-06,0,1,41.8820229,-87.63708141,1050.0,0,3/25/16,3/25/17,2014,Ford,Focus,USKR195,Black,57132,0,Shelby,Surla,M,6/4/80,886-97-2168,11/14/20,IL,6/12/17,821-584-0252 ,ssurla@life.com,0
5,3,114823.5,2018-04-24,2018-05-08,0,3,41.9686275,-87.77946917,1978.0,0,3/6/17,3/6/18,2013,Ford,Explorer,KDNZ081,Med. Dark Gray,103068,0,Katrina,Glomb,F,3/12/48,833-23-6307,2/18/21,IL,5/19/12,237-369-0865 ,kglomb@freshmaail.com,0
5,3,187053.8,2016-06-19,2016-06-23,0,3,41.92128809,-87.6548357,2150.0,0,1/23/15,1/23/16,2007,Chevrolet,Cruze,KJGK219,Dark Red,181332,0,Katheryn,Geld,F,2/25/69,149-86-7192,2/16/21,IL,3/17/99,245-921-0565 ,kgeld@freshmaail.com,0
5,1,362191.6,2018-04-01,2018-04-10,1,1,41.99750814,-87.70879746,41779.5,1,2/8/17,2/8/18,2002,Jeep,Compass,UDTT958,Med Dk Blue,356376,0,Bo,Rheuark,M,1/8/36,044-96-1623,11/24/21,IL,3/4/02,735-985-0685 ,brheuark@outloop.com,0
5,1,259567.0,2016-01-08,2016-01-11,1,1,41.98978644,-87.74869423,20769.0,1,2/1/15,2/1/16,2003,Toyota,Tundra,VGAU671,Silver,255528,0,Jame,Irven,M,1/30/39,038-89-0803,10/14/21,IL,5/26/06,259-347-0969 ,jirven@inboux.com,0
3,1,211068.3,2016-06-25,2016-07-03,1,2,41.78656968,-87.60590062,33000.0,1,9/9/15,9/8/16,2006,Nissan,Rogue,DJTF086,Med Dark Green,201960,0,Olga,Persaud,F,10/2/86,304-71-8790,7/29/18,IL,11/1/09,735-227-0693 ,opersaud@mmail.com,0
5,3,88937.7,2018-09-28,2018-10-06,0,1,41.77139325,-87.65443268,2160.0,0,9/4/17,9/4/18,2014,Mazda,CX-5,GRJF415,White,84840,0,Eddie,Samm,F,5/8/74,634-42-4090,1/29/21,IL,3/7/04,241-509-0465 ,esamm@husshmail.com,0
1,3,91330.9,2016-06-09,2016-06-09,1,1,41.94579927,-87.76423351,1460.0,0,10/13/15,10/12/16,2012,Ford,F-150,HFEB775,White,82032,0,Stefan,Purcel,M,10/8/68,215-92-0509,7/24/18,IL,10/6/06,836-932-0542 ,spurcel@fasstmail.com,0
3,1,374189.9,2016-05-07,2016-05-15,1,1,41.76139481,-87.64931423,36440.0,1,2/2/15,2/2/16,2000,Chevrolet,Traverse,KDCF704,Light Brown,362304,0,Charla,Fjeldsted,F,11/27/52,755-02-6059,8/20/20,IL,9/22/04,741-301-0088 ,cfjeldsted@freshmaail.com,0
1,1,339378.3,2017-08-09,2017-08-17,0,1,41.87432781,-87.64256918,48035.5,1,5/18/16,5/18/17,1999,Kia,Sorento,DLQJ629,Light Brown,328464,0,Kathleen,Berthold,F,2/9/64,653-40-7587,1/18/20,IL,11/23/06,625-929-0134 ,kberthold@ggmail.com,1
5,3,245177.8,2018-03-18,2018-03-31,1,1,41.91087554,-87.65827824,1200.0,0,7/20/17,7/20/18,2007,Chevrolet,Silverado,GZRU525,Silver,240252,0,Ines,Littrell,F,3/7/71,027-31-6155,6/6/20,IL,1/23/03,621-594-0798 ,ilittrell@gmxx.com,0
1,3,70986.7,2016-09-10,2016-09-17,0,1,41.87907527,-87.7715013,2270.0,0,5/11/15,5/10/16,2013,Ford,F-150,NTNY318,Med Dk Blue,58320,0,Brett,Mahin,M,3/9/59,876-27-9651,2/5/18,IL,9/19/05,232-573-0687 ,bmahin@beemail.com,0
5,1,235196.5,2017-04-02,2017-04-09,0,1,41.84925702,-87.68570568,19390.0,1,3/18/16,3/18/17,2007,Toyota,Rav-4,TLHV111,Med Red,230124,0,Marilynn,Prive,F,2/12/95,223-96-4336,5/26/18,IL,1/23/09,736-560-0307 ,mprive@inboux.com,0
3,3,120715.4,2017-08-08,2017-08-15,0,4,41.85539582,-87.63030525,1630.0,0,7/5/16,7/5/17,2011,Ford,F-150,FCEJ584,Light Brown,118800,0,Bennie,Binnicker,F,5/12/78,776-54-3088,2/20/21,IL,1/7/99,827-328-0893 ,bbinnicker@beemail.com,1
1,3,228822.2,2017-10-22,2017-10-26,0,2,41.74124549,-87.64007166,2490.0,0,11/26/16,11/26/17,2006,Nissan,Rogue,AWUK291,Silver,224916,0,Rafael,Urtel,M,4/15/84,734-43-8599,11/9/19,IL,2/22/03,837-570-0859 ,rurtel@zohoo.com,0
4,3,310443.5,2017-09-03,2017-09-11,0,1,41.98997392,-87.74847302,1310.0,0,6/19/16,6/19/17,2002,Dodge,Charger,CYXG653,Light Brown,302220,0,Guadalupe,Stagno,M,8/14/72,140-51-0746,7/24/18,IL,8/19/11,746-441-0871 ,gstagno@beemail.com,0
5,3,361677.5,2017-07-22,2017-08-02,1,1,41.94523891,-87.65681537,2050.0,0,4/7/16,4/7/17,2002,Hyundai,Sonata,NCPK416,Silver,357840,0,Diann,Burrill,F,2/15/62,460-46-8483,5/30/20,IL,6/6/03,723-879-0279 ,dburrill@mailjeep.com,0
2,3,400921.9,2017-06-16,2017-06-27,0,2,41.692848,-87.61331731,1520.0,0,8/6/16,8/6/17,1997,Chrysler,Pacifica,ZRZF984,Silver,398508,0,Silvia,Pennell,F,6/13/49,394-80-7509,3/17/21,IL,5/26/09,728-338-0706 ,spennell@beemail.com,0
2,3,367033.2,2016-08-25,2016-09-06,0,1,41.89751009,-87.65760212,1690.0,0,7/12/15,7/11/16,1998,Ford,Focus,EIWW248,Dark Red,361800,0,Gregorio,Carrington,M,5/9/67,824-55-9587,4/23/21,IL,1/14/99,729-869-0305 ,gcarrington@freshmaail.com,0
5,1,82795.9,2018-10-01,2018-10-07,1,1,41.72258292,-87.57495848,34210.0,1,6/3/17,6/3/18,2014,Toyota,Sienna,BJOB560,White,80592,0,Jacinto,Bastain,M,5/1/42,768-58-0865,5/2/19,IL,11/11/03,241-223-0776 ,jbastain@husshmail.com,0
2,3,141545.0,2017-03-17,2017-03-21,1,1,41.71747191,-87.59962268,2210.0,0,5/7/16,5/7/17,2010,Chevrolet,Suburban,RNWL241,Light Brown,126672,0,Shonda,Santibanez,F,12/15/49,235-12-2699,9/2/18,IL,2/5/10,259-591-0002 ,ssantibanez@outloop.com,0
4,3,212435.8,2016-06-11,2016-06-15,1,3,41.9214274,-87.75375576,1850.0,0,5/20/15,5/19/16,2005,Nissan,Rogue,ZJGG949,White,198924,0,Lina,Abatemarco,F,11/1/82,691-86-7541,5/14/20,IL,10/4/13,258-410-0966 ,labatemarco@mmail.com,0
1,3,64696.9,2017-09-04,2017-09-07,1,1,41.78687015,-87.80116331,1460.0,0,3/16/16,3/16/17,2014,Hyundai,Sonata,ZZSL911,Silver,58320,0,Steven,Samsa,M,12/8/57,820-89-1073,5/24/21,IL,9/24/13,259-837-0742 ,ssamsa@freshmaail.com,0
5,1,201359.2,2016-10-04,2016-10-12,0,1,41.90898946,-87.80436284,37630.0,1,2/7/15,2/7/16,2006,Toyota,Rav-4,BFQK412,Med. Dark Gray,186840,0,Beatrice,Weyel,F,6/9/40,778-01-8249,5/30/20,IL,2/15/03,221-259-0444 ,bweyel@freshmaail.com,0
2,1,74743.8,2017-04-29,2017-05-13,0,5,41.90080165,-87.62427247,2093.0,1,5/11/16,5/11/17,2010,BMW,X5,AYVI966,Med Dk Blue,68544,1,Hollis,Babi,M,4/25/81,493-23-7538,3/27/21,IL,3/18/00,238-611-0689 ,hbabi@life.com,0
2,3,386249.5,2016-09-18,2016-10-01,1,1,41.87831014,-87.6175759,2750.0,0,10/11/15,10/10/16,1998,Ford,Transit,KOKX137,Med Red,382752,0,Asa,Deking,M,1/13/94,141-15-4180,11/10/21,IL,10/14/06,235-276-0113 ,adeking@mailjeep.com,0
2,1,168168.5,2016-03-22,2016-04-02,0,4,41.99759056,-87.66063912,2553.0,1,8/14/15,8/13/16,2009,Jeep,Cherokee,XZOK801,Gold,157332,0,Glenna,Beaudine,F,3/2/81,380-82-5191,9/9/21,IL,1/5/14,745-277-0177 ,gbeaudine@beemail.com,0
5,1,209783.4,2017-02-19,2017-02-28,0,1,41.80884489,-87.58718912,46483.0,1,5/3/16,5/3/17,2008,Mercedes,GLC,KQAR162,Black,205524,0,Lila,Jungles,F,2/17/40,214-75-1709,8/27/18,IL,7/23/03,241-919-0311 ,ljungles@beemail.com,0
5,1,176934.4,2018-09-22,2018-10-04,1,4,41.83490206,-87.64513773,16040.0,1,11/19/17,11/19/18,2010,Chrysler,Pacifica,FVYB188,Silver,174528,0,Keith,Standford,M,3/16/54,895-18-6355,4/25/21,IL,3/13/03,746-562-0747 ,kstandford@freshmaail.com,0
2,3,234647.4,2017-02-20,2017-03-04,1,1,41.81635848,-87.62154816,1190.0,0,5/10/16,5/10/17,2007,Jeep,Renegade,RLGV009,Black,227640,0,Rudolph,Froning,M,11/9/42,030-91-5954,10/18/19,IL,11/16/08,261-937-0085 ,rfroning@mooosend.com,0
1,3,138554.3,2016-08-02,2016-08-16,0,1,41.87205805,-87.74507934,2740.0,0,10/6/15,10/5/16,2010,Subaru,XV Crosstrek,PEPO190,Gold,132120,0,Rhonda,Byington,F,4/7/80,523-84-2784,4/5/20,IL,2/19/02,221-509-0136 ,rbyington@gmxx.com,0
5,1,66488.0,2018-08-31,2018-09-10,0,1,41.75335698,-87.70264255,26850.0,1,2/13/17,2/13/18,2015,GMC,Acadia,ZAFV302,Black,55404,0,Henrietta,Czarnecki,F,10/21/81,898-38-4220,5/21/21,IL,7/5/03,749-466-0939 ,hczarnecki@lightemail.com,0
5,3,320102.8,2016-01-12,2016-01-22,0,1,41.96502964,-87.71096162,2714.0,0,10/25/15,10/24/16,2002,Chevrolet,Cruze,ISBR286,Gold,313320,0,Dillon,Hattem,M,8/19/63,220-07-5564,9/1/21,IL,9/4/14,723-894-0509 ,dhattem@fasstmail.com,0
2,1,324707.8,2018-08-28,2018-08-28,1,1,42.01216713,-87.6905173,19470.0,1,11/13/17,11/13/18,2002,Ford,Transit,FLZM752,Silver,322368,0,Cindi,Viljoen,F,6/12/88,747-99-2743,12/4/21,IL,10/14/17,750-517-0448 ,cviljoen@mooosend.com,0
3,1,217512.2,2018-10-12,2018-10-24,1,1,42.01904268,-87.70833212,26890.0,1,8/13/17,8/13/18,2007,Ford,Escape,KEHW616,Black,215292,0,Madeline,Hougham,F,9/27/71,734-79-2711,5/2/18,IL,3/19/01,230-585-0289 ,mhougham@outloop.com,0
5,3,110984.0,2016-01-12,2016-01-14,1,2,41.97959355,-87.75858927,1759.5,0,2/18/15,2/18/16,2011,Hyundai,Elantra,JGOH709,Med Dk Blue,103440,0,Erica,Helmboldt,F,1/13/81,379-20-1391,2/19/21,IL,1/14/16,748-603-0576 ,ehelmboldt@beemail.com,0
3,3,126175.9,2016-01-15,2016-01-23,0,1,41.75895236,-87.57750653,1200.0,0,3/19/15,3/18/16,2010,Acura,RDX,WUJJ645,Gold,114120,0,Alexander,Danenhower,M,12/15/47,542-80-2614,9/21/19,IL,2/18/11,350-697-0007 ,adanenhower@mmail.com,0
3,1,160710.5,2016-06-29,2016-06-29,0,1,41.86309346,-87.6274658,21830.0,1,11/23/15,11/22/16,2008,Ford,F-150,NZYR263,Med. Dark Gray,158400,0,Teresita,Wacaster,F,9/7/55,378-41-9550,8/5/18,IL,1/20/06,221-621-0252 ,twacaster@mailjeep.com,0
2,3,192925.5,2018-07-12,2018-07-18,0,1,41.88457722,-87.62440363,2530.0,0,1/20/17,1/20/18,2009,Hyundai,Sonata,VEQC344,Med Dk Blue,189504,0,Morgan,Bounous,F,12/19/78,140-23-4421,5/31/19,IL,5/23/09,237-434-0510 ,mbounous@life.com,0
5,1,207173.5,2017-06-10,2017-06-21,1,1,41.73879909,-87.64121073,25350.0,1,11/18/16,11/18/17,2006,Volkswagen,Passat,QBTP349,Silver,203940,0,Shelia,Sane,F,1/9/46,149-49-8059,5/3/19,IL,1/17/09,749-272-0615 ,ssane@mmail.com,0
5,3,197737.7,2018-01-12,2018-01-19,0,1,41.96165205,-87.71055481,3358.0,0,4/18/17,4/18/18,2010,Ford,Focus,FHSM117,Silver,183072,0,Esmeralda,Jerrell,F,8/18/62,396-33-0492,2/18/18,IL,6/21/03,745-523-0992 ,ejerrell@mooosend.com,0
5,1,113992.9,2016-02-23,2016-03-07,1,1,41.73682263,-87.58578342,28658.0,1,1/25/15,1/25/16,2011,Chevrolet,Silverado,RWHZ383,Med. Dark Gray,109440,0,Tommie,Deluhery,F,11/21/94,825-44-1391,9/20/21,IL,10/1/16,238-781-0303 ,tdeluhery@beemail.com,0
3,3,43933.7,2018-11-03,2018-11-05,0,1,41.78061287,-87.70816142,2710.0,0,2/19/17,2/19/18,2015,Toyota,Corolla,FCGL662,Silver,29574,1,Millard,Bexley,M,4/11/65,752-41-0919,12/7/20,IL,9/7/11,827-366-0074 ,mbexley@gmxx.com,0
4,3,254944.4,2017-12-28,2017-12-28,1,1,42.00909475,-87.66075069,2950.0,0,4/2/16,4/2/17,2005,Toyota,Rav-4,YVKH111,Black,250332,0,Beth,Obbink,F,6/23/95,374-68-1312,5/19/20,IL,3/22/07,741-898-0667 ,bobbink@ggmail.com,0
5,1,182737.4,2016-12-05,2016-12-14,1,2,41.79017254,-87.65734763,30170.0,1,2/9/15,2/9/16,2008,Chevrolet,Trax,FVNN500,Light Brown,172704,0,Ty,Palladino,M,6/23/92,860-30-0917,5/6/21,IL,10/6/16,728-886-0729 ,tpalladino@fasstmail.com,0
2,3,90831.9,2018-08-31,2018-09-03,0,5,41.67045106,-87.64151563,1090.0,0,2/16/17,2/16/18,2014,Chrysler,300,PGTJ789,Med. Dark Gray,89268,0,Doretha,Hordyk,F,9/30/45,036-91-9648,8/10/18,IL,8/15/00,746-810-0502 ,dhordyk@freshmaail.com,0
2,3,363795.5,2016-06-26,2016-07-04,0,1,41.95285299,-87.79612953,1242.0,0,5/6/15,5/5/16,2001,Honda,Accord,TJDG700,Med Dark Green,352800,0,Helen,Hamic,F,8/9/43,301-79-7419,3/24/19,IL,10/24/04,232-256-0751 ,hhamic@beemail.com,0
3,3,215108.2,2018-09-13,2018-09-25,1,4,41.77780768,-87.76867153,1180.0,0,2/26/17,2/26/18,2007,Buick,Encore,SRQW799,Silver,206928,0,Carly,Flower,F,11/17/52,894-78-2082,12/14/19,IL,10/24/99,741-807-0859 ,cflower@yahoot.com,0
1,3,78696.5,2016-12-16,2016-12-16,0,1,41.7662891,-87.58238984,1810.0,0,4/26/15,4/25/16,2010,Dodge,Ram,VWLT304,Med Dk Blue,67896,1,Tracie,Gerring,F,9/27/53,594-22-6305,2/18/20,IL,1/7/05,258-518-0488 ,tgerring@gmxx.com,0
5,3,279054.7,2018-08-04,2018-08-11,1,1,41.82953596,-87.67267101,1184.5,0,4/26/17,4/26/18,2006,Honda,Pilot,NFHR134,Light Brown,272724,0,Boyd,Vang,M,1/31/45,542-14-4483,12/7/18,IL,11/11/16,841-650-0587 ,bvang@husshmail.com,0
4,3,428506.4,2016-04-17,2016-04-23,0,3,41.86411696,-87.61894998,1730.0,0,1/22/15,1/22/16,1998,Honda,Civic,HDZG944,Black,423576,0,Frankie,Buehring,M,1/15/87,752-20-4258,9/23/18,IL,8/1/09,741-231-0670 ,fbuehring@mmail.com,0
3,3,106846.5,2016-08-29,2016-09-05,0,1,41.84742098,-87.6123912,2740.0,0,5/15/15,5/14/16,2012,Mercedes,GLE,GDZX897,Black,93936,0,Paige,Vasiloff,F,5/18/58,379-53-7907,9/12/18,IL,5/3/00,729-804-0442 ,pvasiloff@mooosend.com,0
5,3,156432.0,2018-02-08,2018-02-14,0,1,41.77800459,-87.76185936,2910.0,0,1/11/17,1/11/18,2011,Ford,Fusion,ZSXO502,Med. Dark Gray,150876,0,Hanna,Ososkie,F,10/25/47,486-97-1968,1/25/20,IL,11/7/13,259-571-0490 ,hososkie@freshmaail.com,0
2,1,367828.7,2018-05-03,2018-05-15,0,1,41.7783291,-87.61572579,40540.0,1,3/27/17,3/27/18,2002,Toyota,Rav-4,UKLB443,Med. Dark Gray,365724,0,Robby,Rile,M,10/11/41,104-17-0889,11/6/21,IL,11/19/06,359-848-0303 ,rrile@lightemail.com,0
3,1,146914.9,2017-01-31,2017-02-02,1,3,41.89578154,-87.63432724,16880.0,1,6/16/16,6/16/17,2011,Volkswagen,Jetta,SKWO467,White,140244,0,Ernest,Waechter,M,6/16/70,259-88-8649,11/13/19,IL,4/8/03,261-809-0528 ,ewaechter@lightemail.com,1
5,1,189527.8,2016-06-28,2016-07-03,1,3,41.87907221,-87.76467523,20570.0,1,8/14/15,8/13/16,2008,Honda,Odyssey,HPGE969,Med Dark Green,188160,0,Donte,Doxsee,M,10/6/96,079-21-8160,5/25/21,IL,3/17/02,723-656-0882 ,ddoxsee@ggmail.com,0
1,3,86339.7,2016-11-18,2016-11-24,0,2,41.75831465,-87.61526504,1630.0,0,8/16/15,8/15/16,2013,Acura,RDX,BAVL278,Silver,71640,0,Norma,Steinkirchner,F,9/1/88,795-73-3937,6/13/18,IL,6/26/10,745-382-0855 ,nsteinkirchner@mooosend.com,0
5,1,66185.9,2016-12-04,2016-12-06,1,1,41.89142316,-87.74582768,19820.0,1,1/1/15,1/1/16,2013,Chevrolet,Equinox,KSVT373,Black,65628,0,Wes,Emore,M,1/6/49,230-36-8000,9/20/20,IL,10/25/04,745-470-0910 ,wemore@mailjeep.com,0
1,3,238695.5,2016-07-06,2016-07-15,0,2,41.73664184,-87.61253653,1240.0,0,4/3/15,4/2/16,2004,Jeep,Renegade,JRWQ261,Black,231696,0,Doretha,Tibbet,F,11/23/38,268-83-6600,2/20/21,IL,10/21/01,247-863-0752 ,dtibbet@mmail.com,0
2,3,104770.1,2017-06-08,2017-06-15,0,1,41.94356352,-87.79438355,2300.0,0,2/10/16,2/9/17,2007,Subaru,Outback,AWAC301,Light Brown,95424,1,Valentin,Racines,M,9/7/96,841-12-8787,8/17/21,IL,5/18/07,750-582-0790 ,vracines@lightemail.com,0
3,3,117059.0,2016-08-03,2016-08-04,1,1,41.85263366,-87.72915564,2510.0,0,7/12/15,7/11/16,2004,Nissan,Sentra,GLDL213,Silver,115488,1,Marisa,Hudgen,F,9/4/91,844-97-5400,6/14/20,IL,4/22/01,247-439-0860 ,mhudgen@gmxx.com,0
3,1,53139.6,2018-09-22,2018-10-04,0,1,41.8806333,-87.62780997,3415.5,1,11/12/17,11/12/18,2013,Toyota,Rav-4,BZLW702,White,48588,1,Abbie,Dapice,F,4/14/42,697-91-3008,12/1/20,IL,1/24/03,358-691-0225 ,adapice@beemail.com,0
4,3,131096.9,2016-05-04,2016-05-08,0,3,41.9246824,-87.71950184,2430.0,0,3/26/15,3/25/16,2010,Jeep,Wrangler,ZMAM035,Silver,116208,0,Buck,Stebenne,M,7/13/83,317-68-8766,9/26/18,IL,9/22/13,729-902-0790 ,bstebenne@husshmail.com,0
5,3,42097.3,2016-10-28,2016-11-02,0,2,41.89565166,-87.70771743,2240.0,0,5/11/15,5/10/16,2012,Toyota,Rav-4,MXGL983,Med Dk Blue,37224,1,Susanne,Traudt,F,7/24/87,062-39-1643,3/1/21,IL,4/6/09,723-505-0589 ,straudt@mmail.com,0
2,3,90098.9,2017-11-01,2017-11-12,0,1,41.83794567,-87.64545983,1770.0,0,1/22/16,1/21/17,2013,Chevrolet,Malibu,HRMH413,Dark Red,79764,0,Dianne,Adelberg,F,11/12/94,161-99-9065,1/2/20,IL,5/16/13,840-621-0789 ,dadelberg@husshmail.com,0
3,3,117606.2,2016-03-26,2016-04-03,0,1,41.85669757,-87.64646342,2960.0,0,3/23/15,3/22/16,2011,Nissan,Altima,JGJK798,Silver,108660,0,Rosalind,Luzum,F,12/21/39,138-07-8334,5/14/20,IL,10/7/14,738-399-0377 ,rluzum@mmail.com,0
1,3,144534.3,2017-09-03,2017-09-03,0,1,41.99743743,-87.7638592,2340.0,0,7/12/16,7/12/17,2011,Chevrolet,Silverado,LVUR480,Light Brown,136080,0,Sonny,Strassman,M,10/16/87,830-71-8686,8/7/21,IL,5/19/11,235-251-0981 ,sstrassman@fasstmail.com,0
